Hour,Technology,Charging power (MW),Discharging power (MW),State of charge (MWh)
1,Li-Ion,0.0,0.0,-0.0
1,CAES,0.0,6924.143879893717,12004.410018204127
1,PHS,0.0,-0.0,-0.0
1,H2,0.0,-0.0,0.0
2,Li-Ion,0.0,0.0,0.0
2,CAES,0.0,4665.0760919781205,6136.877150928125
2,PHS,0.0,0.0,0.0
2,H2,0.0,-0.0,0.0
3,Li-Ion,0.0,0.0,0.0
3,CAES,0.0,2746.2804421363467,2682.723255196158
3,PHS,0.0,0.0,0.0
3,H2,0.0,0.0,0.0
4,Li-Ion,0.0,0.0,0.0
4,CAES,0.0,1127.026748168081,1265.1972906043604
4,PHS,0.0,0.0,0.0
4,H2,0.0,-0.0,-0.0
5,Li-Ion,0.0,0.0,0.0
5,CAES,0.0,844.0273937880681,203.61579090520777
5,PHS,0.0,-0.0,0.0
5,H2,0.0,-0.0,0.0
6,Li-Ion,0.0,0.0,0.0
6,CAES,0.0,161.88799953703256,0.0
6,PHS,0.0,0.0,0.0
6,H2,0.0,-0.0,0.0
7,Li-Ion,0.0,0.0,0.0
7,CAES,3277.411412440147,0.0,2605.758496730646
7,PHS,0.0,0.0,-0.0
7,H2,0.0,0.0,0.0
8,Li-Ion,-0.0,0.0,0.0
8,CAES,16602.518673636656,0.0,15805.857189481505
8,PHS,0.0,0.0,0.0
8,H2,0.0,0.0,0.0
9,Li-Ion,0.0,0.0,0.0
9,CAES,20159.079092333806,0.0,31833.65627254009
9,PHS,0.0,0.0,0.0
9,H2,0.0,0.0,0.0
10,Li-Ion,0.0,0.0,0.0
10,CAES,17221.25945552645,0.0,45525.69474543675
10,PHS,0.0,0.0,0.0
10,H2,0.0,0.0,0.0
11,Li-Ion,0.0,0.0,0.0
11,CAES,15764.388343657616,0.0,58059.424479923524
11,PHS,0.0,0.0,0.0
11,H2,0.0,0.0,0.0
12,Li-Ion,0.0,0.0,0.0
12,CAES,16596.230752005875,0.0,71254.52385975505
12,PHS,0.0,0.0,0.0
12,H2,0.0,0.0,-0.0
13,Li-Ion,0.0,0.0,0.0
13,CAES,18300.746182467443,0.0,85804.82556446859
13,PHS,0.0,0.0,-0.0
13,H2,0.0,0.0,0.0
14,Li-Ion,0.0,0.0,-0.0
14,CAES,18824.12152011094,0.0,100771.24522369563
14,PHS,0.0,0.0,0.0
14,H2,0.0,0.0,0.0
15,Li-Ion,0.0,0.0,0.0
15,CAES,16567.898297299125,0.0,113943.81843110183
15,PHS,0.0,0.0,0.0
15,H2,0.0,0.0,0.0
16,Li-Ion,0.0,0.0,0.0
16,CAES,8467.15892182838,0.0,120675.76890273824
16,PHS,0.0,0.0,0.0
16,H2,0.0,0.0,0.0
17,Li-Ion,0.0,0.0,0.0
17,CAES,3746.6085823854373,0.0,123654.57013300738
17,PHS,0.0,0.0,0.0
17,H2,0.0,0.0,0.0
18,Li-Ion,0.0,0.0,0.0
18,CAES,2950.691165397835,0.0,126000.56445837003
18,PHS,0.0,0.0,0.0
18,H2,0.0,0.0,0.0
19,Li-Ion,0.0,0.0,0.0
19,CAES,5696.963117852127,0.0,130530.02633598392
19,PHS,0.0,0.0,0.0
19,H2,0.0,0.0,0.0
20,Li-Ion,0.0,0.0,0.0
20,CAES,10853.755626811751,0.0,139159.47878697957
20,PHS,0.0,0.0,-0.0
20,H2,0.0,0.0,-0.0
21,Li-Ion,0.0,0.0,0.0
21,CAES,14750.138686894952,0.0,150886.8130683707
21,PHS,0.0,0.0,0.0
21,H2,0.0,0.0,0.0
22,Li-Ion,0.0,-0.0,0.0
22,CAES,16641.598804333746,0.0,164117.98304568193
22,PHS,0.0,0.0,0.0
22,H2,0.0,0.0,0.0
23,Li-Ion,0.0,0.0,0.0
23,CAES,19497.96683857076,0.0,179620.15423045564
23,PHS,0.0,0.0,0.0
23,H2,0.0,0.0,-0.0
24,Li-Ion,0.0,0.0,0.0
24,CAES,22600.35761986175,0.0,197588.9309527102
24,PHS,0.0,0.0,0.0
24,H2,0.0,0.0,0.0
25,Li-Ion,0.0,0.0,0.0
25,CAES,24165.40524220472,0.0,216802.02388263668
25,PHS,0.0,0.0,0.0
25,H2,0.0,0.0,0.0
26,Li-Ion,0.0,0.0,-0.0
26,CAES,24603.400339026743,0.0,236363.35183754
26,PHS,0.0,0.0,-0.0
26,H2,0.0,0.0,0.0
27,Li-Ion,0.0,0.0,0.0
27,CAES,24451.130150516776,0.0,255803.614937417
27,PHS,-0.0,0.0,0.0
27,H2,0.0,0.0,0.0
28,Li-Ion,0.0,0.0,0.0
28,CAES,23800.08320068975,0.0,274726.2527203005
28,PHS,0.0,0.0,0.0
28,H2,0.0,0.0,0.0
29,Li-Ion,0.0,0.0,0.0
29,CAES,22977.301230911853,0.0,292994.7245048088
29,PHS,0.0,0.0,0.0
29,H2,0.0,0.0,-0.0
30,Li-Ion,0.0,0.0,0.0
30,CAES,20911.05062041016,0.0,309620.39060912293
