Scenario,Hour,Solar PV Generation (MW),Solar PV Curtailment (MW),Wind Generation (MW),Wind Curtailment (MW),All Thermal Generation (MW),Hydro Generation (MW),Nuclear Generation (MW),Other Renewables Generation (MW),Imports (MW),Storage Charge/Discharge (MW),Exports (MW),Load (MW),Net Load (MW)
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,1,0.0,0.0,24361.523578106287,0.0,0.0,2350.85995,2272.82328,1789.27366,0,-6924.143879893717,0,37698.624348,6924.143879893709
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,2,0.0,0.0,25334.323920021874,0.0,0.0,2359.65165,2273.72072,1778.90751,0,-4665.0760919781205,0,36411.67989199999,4665.07609197812
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,3,0.0,0.0,26550.088285863647,0.0,0.0,2063.74177,2274.35167,1775.3033,0,-2746.2804421363467,0,35409.765468,2746.280442136351
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,4,0.0,0.0,27751.16991383192,0.0,0.0,1929.00365,2274.18453,1772.69607,0,-1127.026748168081,0,34854.080912,1127.0267481680771
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,5,0.0,0.0,28033.90477821193,0.0,0.0,1978.7031,2273.92119,1776.05623,0,-844.0273937880681,0,34906.612691999995,844.0273937880645
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,6,0.0,0.0,29212.50701646297,0.0,0.0,2274.47982,2274.6642,1774.67763,0,-161.88799953703256,0,35698.216666,161.8879995370312
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,7,2716.6562347954114,0.0,30961.925959644737,0.0,0.0,2541.02594,2274.96771,1777.01514,0,3277.411412440147,0,36994.179572,-3277.411412440146
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,8,12975.612961597952,0.0,34171.6055160387,0.0,0.0,2377.80212,2274.36005,1772.26723,0,16602.518673636656,0,36969.129204,-16602.51867363665
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,9,16779.591466601618,0.0,33416.93539773219,0.0,0.0,1850.3501,2273.97646,1765.77912,0,20159.079092333806,0,35927.553452,-20159.079092333803
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,10,16244.99944254475,0.0,29989.953496981696,0.0,0.0,1856.33584,2273.79651,1728.63502,0,17221.25945552645,0,34872.460854,-17221.25945552645
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,11,15151.205914543802,0.0,28759.25472911381,0.0,0.0,1690.7218,2273.82441,1729.4593,0,15764.388343657616,0,33840.077809999995,-15764.38834365762
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,12,14917.888531427665,0.0,28908.460802578214,0.0,0.0,1591.59286,2273.3104,1717.51558,0,16596.230752005875,0,32812.537422,-16596.230752005875
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,13,15723.35207572191,0.0,29154.542594745526,0.0,0.0,1502.94835,2273.2278,1725.88248,0,18300.746182467443,0,32079.207117999995,-18300.74618246744
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,14,16518.038215303917,0.0,28933.307586807023,0.0,0.0,1568.58219,2272.73277,1728.15225,0,18824.12152011094,0,32196.691491999998,-18824.121520110944
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,15,14408.850554183588,0.0,29738.770457115537,0.0,0.0,1691.31252,2273.15628,1732.26885,0,16567.898297299125,0,33276.460364,-16567.898297299125
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,16,5076.489080354936,0.0,32539.431119473444,0.0,0.0,2100.98322,2272.64222,1788.5111,0,8467.15892182838,0,35310.897818,-8467.15892182838
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,17,0.0,0.0,36194.47394038543,0.0,0.0,2797.40289,2272.26654,1865.41948,0,3746.6085823854373,0,39382.954267999994,-3746.6085823854387
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,18,0.0,0.0,40534.78896139783,0.0,0.0,3241.56259,2272.95466,1964.17257,0,2950.691165397835,0,45062.787616,-2950.6911653978314
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,19,0.0,0.0,44247.32805985214,0.0,0.0,3443.81907,2273.316,1970.43835,0,5696.963117852127,0,46237.938362,-5696.963117852137
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,20,0.0,0.0,49263.793388811755,0.0,0.0,3278.70458,2272.44109,1967.35514,0,10853.755626811751,0,45928.538572,-10853.755626811757
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,21,0.0,0.0,52931.67463289495,0.0,0.0,2893.49016,2272.43881,1887.29345,0,14750.138686894952,0,45234.758365999995,-14750.138686894956
GenMix_Target=1.0_P_Capexx1.0_load_datax1.4,22,0.0,0.0,53564.50481433375,0.0,0.0,2554.17395,2272.75623,1847.9486,0,16641.598804333746,0,43597.78479,-16641.59880433375
