Scenario,Hour,Solar PV Generation (MW),Solar PV Curtailment (MW),Wind Generation (MW),Wind Curtailment (MW),All Thermal Generation (MW),Hydro Generation (MW),Nuclear Generation (MW),Other Renewables Generation (MW),Imports (MW),Storage Charge/Discharge (MW),Exports (MW),Load (MW),Net Load (MW)
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,1,0.0,0.0,15161.601826088478,0.0,4897.0,2350.85995,2272.82328,1789.27366,0,-456.0301039115254,0,26927.58882,5353.030103911523
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,2,0.0,0.0,15378.282840906228,0.0,4897.0,2359.65165,2273.72072,1778.90751,0,679.2199409062298,0,26008.34278,4217.780059093772
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,3,0.0,0.0,15603.976228691743,0.0,4897.0,2063.74177,2274.35167,1775.3033,0,1321.6833486917424,0,25292.68962,3575.3166513082583
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,4,0.0,0.0,15909.052957861293,0.0,4897.0,1929.00365,2274.18453,1772.69607,0,1886.165127861294,0,24895.77208,3010.834872138705
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,5,0.0,0.0,16010.678157608465,0.0,4897.0,1978.7031,2273.92119,1776.05623,0,2003.0638976084626,0,24933.29478,2893.9361023915353
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,6,0.0,0.0,16537.145084545737,0.0,4897.0,2274.47982,2274.6642,1774.67763,0,2259.2405445457352,0,25498.72619,2637.7594554542643
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,7,772.7213935016637,0.0,17203.36737294308,0.0,4897.0,2541.02594,2274.96771,1777.01514,0,3041.6835764447424,0,26424.41398,1855.3164235552572
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,8,3333.520091566177,0.0,18738.571869513296,0.0,4897.0,2377.80212,2274.36005,1772.26723,0,6987.000501079474,0,26406.52086,-2090.0005010794725
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,9,4108.5596492483455,0.0,18432.286347832625,0.0,4897.0,1850.3501,2273.97646,1765.77912,0,7665.413497080972,0,25662.53818,-2768.413497080971
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,10,3991.8787188295937,0.0,16521.624517548607,0.0,4897.0,1856.33584,2273.79651,1728.63502,0,6360.369996378201,0,24908.90061,-1463.3699963782005
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,11,3747.6987584830686,0.0,15866.581521051787,0.0,4897.0,1690.7218,2273.82441,1729.4593,0,6033.801639534852,0,24171.48415,-1136.8016395348543
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,12,3712.9262957754936,0.0,16092.190355521761,0.0,4897.0,1591.59286,2273.3104,1717.51558,0,6847.008761297254,0,23437.52673,-1950.0087612972543
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,13,3912.2884152989227,0.0,16412.48215217593,0.0,4897.0,1502.94835,2273.2278,1725.88248,0,7810.109827474854,0,22913.71937,-2913.1098274748515
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,14,4095.4233855588172,0.0,16572.52795026361,0.0,4897.0,1568.58219,2272.73277,1728.15225,0,8136.781765822427,0,22997.63678,-3239.781765822428
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,15,3546.7911961726363,0.0,16661.672704799887,0.0,4897.0,1691.31252,2273.15628,1732.26885,0,7033.301290972521,0,23768.90026,-2136.301290972523
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,16,1228.6270156676453,0.0,18088.84209957987,0.0,4897.0,2100.98322,2272.64222,1788.5111,0,5154.535785247514,0,25222.06987,-257.53578524751424
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,17,0.0,0.0,20042.65105836158,0.0,4897.0,2797.40289,2272.26654,1865.41948,0,3744.058348361586,0,28130.68162,1152.9416516384172
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,18,0.0,0.0,22456.663972575072,0.0,4897.0,3241.56259,2272.95466,1964.17257,0,2644.648352575068,0,32187.70544,2252.3516474249304
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,19,0.0,0.0,24514.670609570563,0.0,4897.0,3443.81907,2273.316,1970.43835,0,4072.1451995705615,0,33027.09883,824.8548004294403
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,20,0.0,0.0,27599.701776588296,0.0,4897.0,3278.70458,2272.44109,1967.35514,0,7209.103606588294,0,32806.09898,-2312.1036065882927
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,21,0.0,0.0,29167.00936002629,0.0,4897.0,2893.49016,2272.43881,1887.29345,0,8806.690090026294,0,32310.54169,-3909.6900900262935
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,22,0.0,0.0,29275.944254239097,0.0,4897.0,2554.17395,2272.75623,1847.9486,0,9706.548184239093,0,31141.27485,-4809.548184239095
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,23,0.0,0.0,29107.703765364102,0.0,4897.0,2272.69783,2273.49363,1801.85677,0,11109.865705364102,0,29242.88629,-6212.865705364104
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,24,0.0,0.0,29152.6897697461,0.0,4897.0,2125.45029,2274.43377,1781.79636,0,12879.229329746102,0,27352.14086,-7982.2293297461
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,25,0.0,0.0,28974.7482364931,0.0,4649.668554976473,1976.73049,2272.10748,1779.85401,0,13523.193341469569,0,26129.91543,-8873.524786493097
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,26,0.0,0.0,28526.4713008851,0.0,4303.014460584465,1916.08734,2271.68539,1775.86374,0,13523.193341469569,0,25269.92889,-9220.178880885102
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,27,0.0,0.0,28141.269592866098,0.0,3270.8999648967597,1767.92297,2272.17995,1779.45385,0,12367.024627762861,0,24864.7017,-9096.124662866096
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,28,0.0,0.0,27698.8179370121,0.0,3670.913640776889,1813.7194,2271.74,1778.60586,0,12231.940867788986,0,25001.85597,-8561.027227012099
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,29,0.0,0.0,27923.608164984096,0.0,4897.0,1853.20168,2271.91046,1777.53263,0,12783.038774984097,0,25940.21416,-7886.038774984097
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,30,0.0,0.0,28425.2169102181,0.0,4897.0,2374.9343,2271.79811,1813.03012,0,11878.557470218102,0,27903.42197,-6981.5574702181
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,31,795.9030353067135,0.0,29109.1932967111,0.0,4897.0,3071.83127,2271.83689,1823.61862,0,11458.62319201781,0,30510.75992,-6561.6231920178125
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,32,3388.383310504795,0.0,29241.1374597061,0.0,4897.0,3060.75883,2271.82665,1817.28301,0,12897.02651021089,0,31779.36275,-8000.026510210897
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,33,4146.422997529927,0.0,28252.3360565241,0.0,4897.0,2379.734,2272.13217,1807.16665,0,12353.104804054023,0,31401.68707,-7456.104804054026
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,34,3971.787962598551,0.0,27408.804081769104,0.0,4897.0,1821.02956,2273.33141,1764.80068,0,12011.554174367653,0,30125.19952,-7114.554174367657
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,35,3727.608002252025,0.0,26400.8366543711,0.0,4897.0,1608.68114,2272.58316,1764.80052,0,11704.443086623132,0,28967.06639,-6807.443086623127
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,36,3678.1538330679186,0.0,26524.564834244098,0.0,4897.0,1569.38605,2271.64759,1743.28636,0,12698.203337312012,0,27985.83533,-7801.203337312015
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,37,3859.74336054081,0.0,26085.1564185271,0.0,4897.0,1517.2403,2271.13844,1717.17108,0,12976.95466906791,0,27370.49493,-8079.954669067913
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,38,4010.424032273634,0.0,25357.693173153493,0.0,4897.0,1499.82831,2271.9547,1749.82994,0,12414.165655427125,0,27372.5645,-7517.165655427126
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,39,3457.9282359199447,0.0,24184.858340378098,0.0,4897.0,1518.98264,2272.15452,1767.32966,0,10273.20598629804,0,27825.04741,-5376.205986298045
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,40,1193.8545529600701,0.0,24167.7641876847,0.0,4897.0,1771.344,2271.19906,1790.4726,0,7031.063700644774,0,29060.5707,-2134.0637006447714
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,41,0.0,0.0,23957.211346847304,0.0,4897.0,2886.11495,2270.77884,1843.44536,0,4353.162096847302,0,31501.3884,543.8379031526965
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,42,0.0,0.0,23216.2834991561,0.0,4897.0,3355.08242,2272.02612,1956.69124,0,658.6661591561001,0,35038.41712,4238.333840843898
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,43,0.0,0.0,22417.008195209037,0.0,4897.0,3362.43615,2271.38148,1955.1573,0,-836.1541547909633,0,35739.13728,5733.154154790966
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,44,0.0,0.0,22721.030870000006,0.0,4897.0,3702.80186,2270.77099,1957.61878,0,0.0,0,35549.2225,4896.999999999996
GenMix_Target=0.8_P_Capexx1.0_load_datax1.0,45,0.0,0.0,22155.1421271037,0.0,4897.0,3528.70561,2271.31488,1911.60531,0,-265.74756289629886,0,35029.51549,5162.7475628962975
