Hour,Technology,Charging power (MW),Discharging power (MW),State of charge (MWh)
1,Li-Ion,0.0,0.0,-0.0
1,CAES,0.0,573.8189348321375,3420.3396325195317
1,PHS,0.0,4076.1712742685113,147479.09509302556
1,H2,0.0,1080.8639116888698,101008.65644717314
2,Li-Ion,0.0,-0.0,-0.0
2,CAES,0.0,0.0,3420.3396325195317
2,PHS,0.0,3807.3190634121083,143173.671396046
2,H2,0.0,1080.8639116888698,99379.19279057867
3,Li-Ion,0.0,0.0,0.0
3,CAES,0.0,573.8189348321375,2698.614757381383
3,PHS,0.0,1938.9945570249483,140981.00170509345
3,H2,0.0,1080.8639116888698,97749.7291339842
4,Li-Ion,0.0,0.0,-0.0
4,CAES,0.0,573.8189348321375,1976.8898822432338
4,PHS,0.0,1785.3772050798298,138962.0468450537
4,H2,0.0,1080.8639116888698,96120.26547738974
5,Li-Ion,0.0,-0.0,0.0
5,CAES,0.0,0.0,1976.8898822432338
5,PHS,0.0,2838.41968529483,135752.28187093316
5,H2,0.0,1080.8639116888698,94490.80182079527
6,Li-Ion,0.0,-0.0,0.0
6,CAES,0.0,573.8189348321375,1255.165007105085
6,PHS,0.0,2004.7773590520724,133485.22313351926
6,H2,0.0,1080.8639116888698,92861.3381642008
7,Li-Ion,0.0,0.0,-0.0
7,CAES,0.0,0.0,1255.165007105085
7,PHS,3807.72515648529,0.0,136852.42357576394
7,H2,0.0,0.0,92861.3381642008
8,Li-Ion,0.0,-0.0,0.0
8,CAES,0.0,0.0,1255.165007105085
8,PHS,36300.69163492972,0.0,168953.4024814339
8,H2,0.0,0.0,92861.3381642008
9,Li-Ion,-0.0,0.0,-0.0
9,CAES,1512.9243848368153,0.0,2458.039799002
9,PHS,46361.83662044081,0.0,209951.5287526379
9,H2,4669.913869767392,0.0,95959.00858605982
10,Li-Ion,-0.0,0.0,-0.0
10,CAES,1512.9243848368153,0.0,3660.9145908989153
10,PHS,46361.83662044081,0.0,250949.65502384194
10,H2,2120.606316591511,0.0,97365.65968209815
11,Li-Ion,0.0,0.0,-0.0
11,CAES,502.01894784266915,0.0,4060.0528052517047
11,PHS,46361.83662044081,0.0,291947.781295046
11,H2,0.0,0.0,97365.65968209815
12,Li-Ion,-0.0,0.0,-0.0
12,CAES,945.1370442988045,0.0,4811.499167587662
12,PHS,46361.83662044081,0.0,332945.90756625
12,H2,0.0,0.0,97365.65968209815
13,Li-Ion,-0.0,0.0,-0.0
13,CAES,1512.9243848368153,0.0,6014.373959484577
13,PHS,46361.83662044081,0.0,373944.03383745404
13,H2,3305.891380705478,0.0,99558.53994359216
14,Li-Ion,-0.0,0.0,-0.0
14,CAES,1512.9243848368153,0.0,7217.248751381492
14,PHS,46361.83662044081,0.0,414942.1601086581
14,H2,4669.913869767392,0.0,102656.21036545117
15,Li-Ion,0.0,-0.0,-0.0
15,CAES,0.0,0.0,7217.248751381492
15,PHS,45490.1294460698,0.0,455169.42906678875
15,H2,0.0,0.0,102656.21036545117
16,Li-Ion,-0.0,0.0,-0.0
16,CAES,0.0,0.0,7217.248751381492
16,PHS,13129.796477448373,0.0,466780.2083873885
16,H2,0.0,0.0,102656.21036545117
17,Li-Ion,0.0,0.0,-0.0
17,CAES,0.0,0.0,7217.248751381492
17,PHS,0.0,3126.042200097597,463245.19176758453
17,H2,0.0,1080.8639116888698,101026.7467088567
18,Li-Ion,0.0,-0.0,-0.0
18,CAES,0.0,0.0,7217.248751381492
18,PHS,0.0,7270.933681028624,455023.01504740905
18,H2,0.0,1080.8639116888698,99397.28305226224
19,Li-Ion,0.0,-0.0,-0.0
19,CAES,0.0,0.0,7217.248751381492
19,PHS,0.0,8250.116384184628,445693.5509306101
19,H2,0.0,1080.8639116888698,97767.81939566777
20,Li-Ion,0.0,0.0,-0.0
20,CAES,0.0,0.0,7217.248751381492
20,PHS,0.0,7008.806050323332,437767.795522669
20,H2,0.0,1080.8639116888698,96138.3557390733
21,Li-Ion,0.0,-0.0,-0.0
21,CAES,0.0,0.0,7217.248751381492
21,PHS,0.0,6631.610389994894,430268.58359777404
21,H2,0.0,1080.8639116888698,94508.89208247884
22,Li-Ion,0.0,0.0,-0.0
22,CAES,0.0,0.0,7217.248751381492
22,PHS,0.0,6709.025768311006,422681.82818131417
22,H2,0.0,1080.8639116888698,92879.42842588437
23,Li-Ion,0.0,-0.0,-0.0
23,CAES,0.0,0.0,7217.248751381492
23,PHS,0.0,5922.693405678827,415984.2795613933
23,H2,0.0,1080.8639116888698,91249.9647692899
24,Li-Ion,0.0,0.0,-0.0
24,CAES,0.0,0.0,7217.248751381492
24,PHS,0.0,4129.803297103132,411314.1816045183
24,H2,0.0,1080.8639116888698,89620.50111269543
25,Li-Ion,0.0,-0.0,0.0
25,CAES,0.0,0.0,7217.248751381492
25,PHS,0.0,3771.63266041514,407049.11309778265
25,H2,0.0,1080.8639116888698,87991.03745610097
26,Li-Ion,0.0,0.0,-0.0
26,CAES,0.0,-0.0,7217.248751381492
26,PHS,0.0,3926.3364587201286,402609.10117597156
26,H2,0.0,1080.8639116888698,86361.5737995065
