Scenario,Hour,Solar PV Generation (MW),Solar PV Curtailment (MW),Wind Generation (MW),Wind Curtailment (MW),All Thermal Generation (MW),Hydro Generation (MW),Nuclear Generation (MW),Other Renewables Generation (MW),Imports (MW),Storage Charge/Discharge (MW),Exports (MW),Load (MW),Net Load (MW)
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,1,0.0,0.0,21935.695137848645,0.0,4897.0,2350.85995,2272.82328,1789.27366,0,-4452.972320151359,0,37698.624348,9349.972320151352
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,2,0.0,0.0,22378.451122659586,0.0,4897.0,2359.65165,2273.72072,1778.90751,0,-2723.9488893404086,0,36411.67989199999,7620.948889340409
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,3,0.0,0.0,23169.349816186983,0.0,4897.0,2063.74177,2274.35167,1775.3033,0,-1230.018911813011,0,35409.765468,6127.018911813015
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,4,0.0,0.0,23981.196662000002,0.0,4897.0,1929.00365,2274.18453,1772.69607,0,0.0,0,34854.080912,4896.9999999999945
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,5,0.0,0.0,24247.343763048597,0.0,4897.0,1978.7031,2273.92119,1776.05623,0,266.4115910485998,0,34906.612691999995,4630.5884089513975
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,6,0.0,0.0,25268.335201314916,0.0,4897.0,2274.47982,2274.6642,1774.67763,0,790.9401853149138,0,35698.216666,4106.059814685084
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,7,1730.7800136039127,0.0,26697.806243639945,0.0,4897.0,2541.02594,2274.96771,1777.01514,0,2924.4154752438567,0,36994.179572,1972.5845247561406
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,8,7505.517513536348,0.0,29789.811954187247,0.0,4897.0,2377.80212,2274.36005,1772.26723,0,11647.6296637236,0,36969.129204,-6750.6296637235955
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,9,9260.681404471768,0.0,29216.110297572173,0.0,4897.0,1850.3501,2273.97646,1765.77912,0,13336.343930043939,0,35927.553452,-8439.343930043942
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,10,8980.817522417685,0.0,26032.024588586093,0.0,4897.0,1856.33584,2273.79651,1728.63502,0,10896.148627003782,0,34872.460854,-5999.14862700378
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,11,8421.527884917208,0.0,24939.447676846405,0.0,4897.0,1690.7218,2273.82441,1729.4593,0,10111.903261763617,0,33840.077809999995,-5214.903261763619
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,12,8332.911965186719,0.0,25027.45839802749,0.0,4897.0,1591.59286,2273.3104,1717.51558,0,11027.251781214207,0,32812.537422,-6130.251781214208
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,13,8763.038077462905,0.0,25355.092160179844,0.0,4897.0,1502.94835,2273.2278,1725.88248,0,12437.981749642753,0,32079.207117999995,-7540.981749642754
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,14,9157.968378558253,0.0,25736.428893760956,0.0,4897.0,1568.58219,2272.73277,1728.15225,0,13164.17299031921,0,32196.691491999998,-8267.172990319212
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,15,7923.018816335738,0.0,26367.22468204988,0.0,4897.0,1691.31252,2273.15628,1732.26885,0,11607.520784385619,0,33276.460364,-6710.520784385619
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,16,2740.699529421836,0.0,29129.058375633005,0.0,4897.0,2100.98322,2272.64222,1788.5111,0,7617.996627054843,0,35310.897818,-2720.996627054844
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,17,0.0,0.0,32501.42999373517,0.0,4897.0,2797.40289,2272.26654,1865.41948,0,4950.5646357351725,0,39382.954267999994,-53.564635735177944
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,18,0.0,0.0,36591.52422551717,0.0,4897.0,3241.56259,2272.95466,1964.17257,0,3904.4264295171743,0,45062.787616,992.5735704828335
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,19,0.0,0.0,40148.67388640046,0.0,4897.0,3443.81907,2273.316,1970.43835,0,6495.308944400451,0,46237.938362,-1598.3089444004572
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,20,0.0,0.0,45292.577299658056,0.0,4897.0,3278.70458,2272.44109,1967.35514,0,11779.539537658056,0,45928.538572,-6882.539537658058
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,21,0.0,0.0,49145.869944846265,0.0,4897.0,2893.49016,2272.43881,1887.29345,0,15861.333998846269,0,45234.758365999995,-10964.33399884627
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,22,0.0,0.0,49504.65918155005,0.0,4897.0,2554.17395,2272.75623,1847.9486,0,17478.75317155005,0,43597.78479,-12581.753171550054
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,23,0.0,0.0,49298.56159169409,0.0,4897.0,2272.69783,2273.49363,1801.85677,0,19603.569015694084,0,40940.040806,-14706.569015694091
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,24,0.0,0.0,49634.89851881606,0.0,4897.0,2125.45029,2274.43377,1781.79636,0,22420.581734816064,0,38292.997204,-17523.58173481606
GenMix_Target=0.0_P_Capexx0.7_load_datax1.4,25,0.0,0.0,49488.42163776707,0.0,4897.0,1976.73049,2272.10748,1779.85401,0,23832.232015767062,0,36581.881602,-18935.23201576707
