Hour,Technology,Charging power (MW),Discharging power (MW),State of charge (MWh)
1,Li-Ion,0.0,0.0,0.0
1,CAES,0.0,1518.8366378005076,362.6695564827817
1,PHS,0.0,0.0,-0.0
1,H2,0.0,0.0,0.0
2,Li-Ion,0.0,0.0,0.0
2,CAES,0.0,288.34624628555116,0.0
2,PHS,0.0,0.0,0.0
2,H2,0.0,0.0,0.0
3,Li-Ion,555.6938079600476,0.0,515.3292375330735
3,CAES,-0.0,0.0,-0.0
3,PHS,0.0,0.0,0.0
3,H2,0.0,0.0,-0.0
4,Li-Ion,0.0,0.0,515.3292375330735
4,CAES,1197.1987239336784,0.0,951.8520425370126
4,PHS,0.0,0.0,0.0
4,H2,0.0,0.0,0.0
5,Li-Ion,0.0,0.0,515.3292375330735
5,CAES,1363.3230291597954,0.0,2035.7838777461743
5,PHS,0.0,0.0,0.0
5,H2,0.0,0.0,0.0
6,Li-Ion,0.0,0.0,515.3292375330735
6,CAES,1776.726566209516,0.0,3448.3988240096714
6,PHS,0.0,0.0,0.0
6,H2,0.0,0.0,0.0
7,Li-Ion,0.0,477.8966748456409,0.0
7,CAES,3603.703912447817,0.0,6313.581404969474
7,PHS,0.0,0.0,0.0
7,H2,0.0,0.0,0.0
8,Li-Ion,0.0,0.0,0.0
8,CAES,8713.791291042093,0.0,13241.620896497638
8,PHS,0.0,0.0,0.0
8,H2,0.0,0.0,0.0
9,Li-Ion,0.0,0.0,0.0
9,CAES,9731.276382972901,0.0,20978.62822573204
9,PHS,0.0,0.0,0.0
9,H2,0.0,0.0,0.0
10,Li-Ion,0.0,0.0,0.0
10,CAES,7795.778052711574,0.0,27176.786571789384
10,PHS,0.0,0.0,0.0
10,H2,0.0,0.0,0.0
11,Li-Ion,0.0,0.0,0.0
11,CAES,7178.218871470859,0.0,32883.94458824395
11,PHS,0.0,0.0,0.0
11,H2,0.0,0.0,0.0
12,Li-Ion,0.0,0.0,0.0
12,CAES,7975.163363743548,0.0,39224.72610227952
12,PHS,0.0,0.0,0.0
12,H2,0.0,0.0,0.0
13,Li-Ion,0.0,0.0,0.0
13,CAES,9008.9941482929,0.0,46387.471359040785
13,PHS,0.0,0.0,-0.0
13,H2,0.0,0.0,0.0
14,Li-Ion,0.0,0.0,-0.0
14,CAES,9510.47858916989,0.0,53948.92986182096
14,PHS,-0.0,0.0,0.0
14,H2,0.0,0.0,0.0
15,Li-Ion,0.0,0.0,0.0
15,CAES,8366.015336497681,0.0,60600.46450410348
15,PHS,0.0,0.0,0.0
15,H2,0.0,0.0,0.0
