Hour,Technology,Charging power (MW),Discharging power (MW),State of charge (MWh)
1,Li-Ion,0.0,0.0,-0.0
1,CAES,0.0,0.0,1758.6666176653584
1,PHS,0.0,1703.321448264922,42891.87457606793
1,H2,0.0,0.0,55646.23156018719
2,Li-Ion,0.0,0.0,-0.0
2,CAES,0.0,262.0474680858012,1429.0745378225783
2,PHS,0.0,823.9658745352883,41960.110743659454
2,H2,0.0,0.0,55646.23156018719
3,Li-Ion,0.0,0.0,0.0
3,CAES,0.0,262.0474680858012,1099.4824579797983
3,PHS,0.0,115.5130018398466,41829.48538572457
3,H2,0.0,0.0,55646.23156018719
4,Li-Ion,0.0,-0.0,-0.0
4,CAES,0.0,55.39045231284962,1029.8147198612721
4,PHS,0.0,0.0,41829.48538572457
4,H2,0.0,0.0,55646.23156018719
5,Li-Ion,0.0,0.0,0.0
5,CAES,0.0,229.16390290480547,741.5821796462562
5,PHS,0.0,0.0,41829.48538572457
5,H2,0.0,0.0,55646.23156018719
6,Li-Ion,0.0,-0.0,0.0
6,CAES,0.0,262.0474680858012,411.990099803476
6,PHS,0.0,371.84756464065873,41408.98968000527
6,H2,0.0,0.0,55646.23156018719
7,Li-Ion,0.0,-0.0,0.0
7,CAES,0.0,0.0,411.990099803476
7,PHS,2356.2057632129117,0.0,43492.6004349457
7,H2,1487.7545156612734,0.0,56633.096261908264
8,Li-Ion,0.0,-0.0,0.0
8,CAES,0.0,0.0,411.990099803476
8,PHS,27447.31160080231,0.0,67764.4677474378
8,H2,1487.7545156612734,0.0,57619.96096362934
9,Li-Ion,0.0,0.0,0.0
9,CAES,518.1834988170971,0.0,823.9801996069514
9,PHS,27705.863101787352,0.0,92264.97412726832
9,H2,-0.0,0.0,57619.96096362934
10,Li-Ion,0.0,0.0,-0.0
10,CAES,518.1834988170971,0.0,1235.9702994104268
10,PHS,27705.863101787352,0.0,116765.48050709884
10,H2,1487.7545156612734,0.0,58606.825665350414
11,Li-Ion,-0.0,0.0,-0.0
11,CAES,518.1834988170971,0.0,1647.9603992139023
11,PHS,27705.863101787352,0.0,141265.98688692934
11,H2,1487.7545156612734,0.0,59593.69036707149
12,Li-Ion,-0.0,0.0,-0.0
12,CAES,518.1834988170971,0.0,2059.9504990173778
12,PHS,27705.863101787352,0.0,165766.49326675985
12,H2,1487.7545156612734,0.0,60580.555068792564
13,Li-Ion,-0.0,0.0,-0.0
13,CAES,518.1834988170971,0.0,2471.940598820853
13,PHS,27705.863101787352,0.0,190266.99964659035
13,H2,1487.7545156612734,0.0,61567.41977051364
14,Li-Ion,-0.0,0.0,-0.0
14,CAES,518.1834988170971,0.0,2883.9306986243287
14,PHS,27705.863101787352,0.0,214767.50602642086
14,H2,1487.7545156612734,0.0,62554.284472234714
15,Li-Ion,-0.0,0.0,-0.0
15,CAES,518.1834988170971,0.0,3295.9207984278028
15,PHS,27705.863101787352,0.0,239268.01240625136
15,H2,1487.7545156612734,0.0,63541.14917395579
16,Li-Ion,0.0,-0.0,-0.0
16,CAES,0.0,0.0,3295.9207984278028
16,PHS,10623.336656838368,0.0,248662.31016119715
16,H2,1487.7545156612734,0.0,64528.013875676865
17,Li-Ion,0.0,-0.0,-0.0
17,CAES,0.0,-0.0,3295.9207984278028
17,PHS,0.0,1593.2947884925961,246860.56751121228
17,H2,0.0,0.0,64528.013875676865
18,Li-Ion,0.0,0.0,-0.0
18,CAES,0.0,-0.0,3295.9207984278028
18,PHS,0.0,4995.520458654601,241211.49218991192
18,H2,0.0,0.0,64528.013875676865
19,Li-Ion,0.0,0.0,-0.0
19,CAES,0.0,0.0,3295.9207984278028
19,PHS,0.0,5529.945457092106,234958.0740189033
19,H2,0.0,0.0,64528.013875676865
20,Li-Ion,0.0,-0.0,-0.0
20,CAES,0.0,0.0,3295.9207984278028
20,PHS,0.0,5487.565623892874,228752.5801576494
20,H2,0.0,0.0,64528.013875676865
21,Li-Ion,0.0,0.0,-0.0
21,CAES,0.0,0.0,3295.9207984278028
21,PHS,0.0,5327.124404203594,222728.51774926763
21,H2,0.0,0.0,64528.013875676865
22,Li-Ion,0.0,0.0,-0.0
22,CAES,0.0,0.0,3295.9207984278028
22,PHS,0.0,4795.1346655242905,217306.04433022763
22,H2,0.0,0.0,64528.013875676865
23,Li-Ion,0.0,0.0,-0.0
23,CAES,0.0,196.53560106435108,3048.726738545717
23,PHS,0.0,3433.85031803179,213422.94961583684
23,H2,0.0,0.0,64528.013875676865
24,Li-Ion,0.0,-0.0,-0.0
24,CAES,0.0,0.0,3048.726738545717
24,PHS,0.0,2086.2043710685957,211063.81091841141
24,H2,0.0,0.0,64528.013875676865
25,Li-Ion,0.0,0.0,-0.0
25,CAES,0.0,262.0474680858012,2719.134658702937
25,PHS,0.0,1308.4524798549498,209584.17597862508
25,H2,0.0,0.0,64528.013875676865
26,Li-Ion,0.0,0.0,-0.0
26,CAES,0.0,0.0,2719.134658702937
26,PHS,0.0,1442.7244121185768,207952.70255370557
26,H2,0.0,0.0,64528.013875676865
27,Li-Ion,0.0,0.0,-0.0
27,CAES,0.0,0.0,2719.134658702937
27,PHS,0.0,1547.930366346614,206202.25927076983
27,H2,0.0,0.0,64528.013875676865
28,Li-Ion,0.0,0.0,-0.0
28,CAES,0.0,262.0474680858012,2389.542578860157
28,PHS,0.0,1490.787505115795,204516.43474574713
28,H2,0.0,0.0,64528.013875676865
29,Li-Ion,0.0,0.0,-0.0
29,CAES,0.0,0.0,2389.542578860157
29,PHS,0.0,2913.428736038603,201221.84742309697
29,H2,0.0,0.0,64528.013875676865
30,Li-Ion,0.0,0.0,-0.0
30,CAES,0.0,262.0474680858012,2059.950499017377
30,PHS,0.0,4291.275429781159,196369.1522278884
30,H2,0.0,0.0,64528.013875676865
