Scenario,Hour,Solar PV Generation (MW),Solar PV Curtailment (MW),Wind Generation (MW),Wind Curtailment (MW),All Thermal Generation (MW),Hydro Generation (MW),Nuclear Generation (MW),Other Renewables Generation (MW),Imports (MW),Storage Charge/Discharge (MW),Exports (MW),Load (MW),Net Load (MW)
GenMix_Target=0.0_P_Capexx0.8_load_datax1.0,1,0.0,0.0,13924.268875959166,0.0,4897.0,2350.85995,2272.82328,1789.27366,0,-1693.3630540408374,0,26927.58882,6590.363054040835
GenMix_Target=0.0_P_Capexx0.8_load_datax1.0,2,0.0,0.0,13619.42145771956,0.0,4897.0,2359.65165,2273.72072,1778.90751,0,-1079.6414422804373,0,26008.34278,5976.641442280439
GenMix_Target=0.0_P_Capexx0.8_load_datax1.0,3,0.0,0.0,13912.555042944807,0.0,4897.0,2063.74177,2274.35167,1775.3033,0,-369.7378370551936,0,25292.68962,5266.737837055194
GenMix_Target=0.0_P_Capexx0.8_load_datax1.0,4,0.0,0.0,13975.015710563548,0.0,4897.0,1929.00365,2274.18453,1772.69607,0,-47.87211943645141,0,24895.77208,4944.872119436451
GenMix_Target=0.0_P_Capexx0.8_load_datax1.0,5,0.0,0.0,13785.72100392992,0.0,4897.0,1978.7031,2273.92119,1776.05623,0,-221.89325607008078,0,24933.29478,5118.89325607008
GenMix_Target=0.0_P_Capexx0.8_load_datax1.0,6,0.0,0.0,13651.709004797565,0.0,4897.0,2274.47982,2274.6642,1774.67763,0,-626.1955352024377,0,25498.72619,5523.195535202436
GenMix_Target=0.0_P_Capexx0.8_load_datax1.0,7,5120.896362709353,0.0,13634.644658505093,0.0,4897.0,2541.02594,2274.96771,1777.01514,0,3821.135831214443,0,26424.41398,1075.864168785556
GenMix_Target=0.0_P_Capexx0.8_load_datax1.0,8,29983.24215059035,0.0,13864.30628392781,0.0,4897.0,2377.80212,2274.36005,1772.26723,0,28762.45697451816,0,26406.52086,-23865.45697451816
GenMix_Target=0.0_P_Capexx0.8_load_datax1.0,9,34736.24800644639,6805.197815162115,13410.573373142615,0.0,0.0,1850.3501,2273.97646,1765.77912,0,28374.388879589,0,25662.53818,-35179.58669475112
GenMix_Target=0.0_P_Capexx0.8_load_datax1.0,10,36008.520391620696,3932.3066490402707,12777.554529320169,0.0,0.0,1856.33584,2273.79651,1728.63502,0,29735.941680940865,0,24908.90061,-33668.248329981136
