Scenario,Hour,Solar PV Generation (MW),Solar PV Curtailment (MW),Wind Generation (MW),Wind Curtailment (MW),All Thermal Generation (MW),Hydro Generation (MW),Nuclear Generation (MW),Other Renewables Generation (MW),Imports (MW),Storage Charge/Discharge (MW),Exports (MW),Load (MW),Net Load (MW)
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,1,0.0,0.0,16631.16933568827,0.0,4897.0,2350.85995,2272.82328,1789.27366,0,3706.2962876882702,0,24234.829938000003,1190.703712311731
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,2,0.0,0.0,16533.95646067326,0.0,4897.0,2359.65165,2273.72072,1778.90751,0,4435.727838673263,0,23407.508502,461.27216132674084
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,3,0.0,0.0,16593.861598491774,0.0,4897.0,2063.74177,2274.35167,1775.3033,0,4840.837680491772,0,22763.420658000003,56.16231950822839
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,4,0.0,0.0,16852.389614022584,0.0,4897.0,1929.00365,2274.18453,1772.69607,0,5319.078992022579,0,22406.194872,-422.0789920225843
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,5,0.0,0.0,16739.07097315956,0.0,4897.0,1978.7031,2273.92119,1776.05623,0,5224.786191159557,0,22439.965302,-327.78619115955917
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,6,0.0,0.0,17111.17914663999,0.0,4897.0,2274.47982,2274.6642,1774.67763,0,5383.1472256399875,0,22948.853571000003,-486.1472256399886
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,7,314.17656904459295,0.0,17528.186443346698,0.0,4897.0,2541.02594,2274.96771,1777.01514,0,5550.399220391288,0,23781.972582000002,-653.3992203912887
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,8,1626.736457497559,0.0,18581.952626137972,0.0,4897.0,2377.80212,2274.36005,1772.26723,0,7764.249709635531,0,23765.868774000002,-2867.2497096355287
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,9,2104.2072679838475,0.0,18135.45627449723,0.0,4897.0,1850.3501,2273.97646,1765.77912,0,7930.484860481078,0,23096.284362,-3033.4848604810804
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,10,2011.5057865003193,0.0,16499.554468755414,0.0,4897.0,1856.33584,2273.79651,1728.63502,0,6848.817076255733,0,22418.010549000002,-1951.8170762557309
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,11,1857.908352745185,0.0,16422.298811867804,0.0,4897.0,1690.7218,2273.82441,1729.4593,0,7116.876939612988,0,21754.335735,-2219.8769396129887
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,12,1828.430057378038,0.0,16998.49575449175,0.0,4897.0,1591.59286,2273.3104,1717.51558,0,8212.570594869785,0,21093.774057000002,-3315.570594869784
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,13,1948.6704726914008,0.0,17626.866212506084,0.0,4448.520479401161,1502.94835,2273.2278,1725.88248,0,8903.768361598648,0,20622.347433,-4455.2478821974855
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,14,2070.074504927151,0.0,18035.819976815357,0.0,3332.193650825224,1568.58219,2272.73277,1728.15225,0,8309.68224056773,0,20697.873102,-4977.4885897425065
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,15,1745.4253835810716,0.0,17786.36022692906,0.0,4897.0,1691.31252,2273.15628,1732.26885,0,8733.513026510134,0,21392.010233999998,-3836.5130265101343
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,16,494.1493197071746,0.0,18932.563539800896,0.0,4897.0,2100.98322,2272.64222,1788.5111,0,7785.986516508068,0,22699.862883,-2888.9865165080696
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,17,0.0,0.0,20028.736056207883,0.0,4897.0,2797.40289,2272.26654,1865.41948,0,6543.211508207887,0,25317.613458,-1646.211508207883
GenMix_Target=0.5_P_Capexx1.2_load_datax0.9,18,0.0,0.0,21428.81931058661,0.0,4897.0,3241.56259,2272.95466,1964.17257,0,4835.574234586605,0,28968.934896000002,61.425765413394174
