Hour,Technology,Charging power (MW),Discharging power (MW),State of charge (MWh)
1,Li-Ion,0.0,-0.0,0.0
1,CAES,0.0,4452.972320151359,4973.131321333125
1,PHS,0.0,-0.0,0.0
1,H2,0.0,-0.0,-0.0
2,Li-Ion,0.0,0.0,-0.0
2,CAES,0.0,2723.9488893404086,1547.0650960751268
2,PHS,0.0,-0.0,0.0
2,H2,0.0,0.0,-0.0
3,Li-Ion,0.0,-0.0,0.0
3,CAES,0.0,1230.0189118130115,0.0
3,PHS,0.0,-0.0,-0.0
3,H2,0.0,0.0,-0.0
4,Li-Ion,-0.0,0.0,0.0
4,CAES,0.0,-0.0,0.0
4,PHS,-0.0,0.0,0.0
4,H2,0.0,0.0,-0.0
5,Li-Ion,-0.0,0.0,0.0
5,CAES,266.4115910485996,0.0,211.81480737127205
5,PHS,-0.0,0.0,0.0
5,H2,-0.0,0.0,-0.0
6,Li-Ion,-0.0,0.0,0.0
6,CAES,790.940185314914,0.0,840.6644844264829
6,PHS,0.0,0.0,-0.0
6,H2,-0.0,0.0,-0.0
7,Li-Ion,0.0,0.0,-0.0
7,CAES,2924.4154752438562,0.0,3165.7679010017227
7,PHS,0.0,0.0,-0.0
7,H2,-0.0,0.0,-0.0
8,Li-Ion,0.0,0.0,-0.0
8,CAES,11647.629663723594,0.0,12426.402634809023
8,PHS,0.0,0.0,-0.0
8,H2,-0.0,0.0,-0.0
9,Li-Ion,-0.0,0.0,0.0
9,CAES,13336.343930043931,0.0,23029.67672457629
9,PHS,0.0,0.0,-0.0
9,H2,-0.0,0.0,-0.0
10,Li-Ion,0.0,-0.0,0.0
10,CAES,10896.148627003777,0.0,31692.834410146097
10,PHS,0.0,0.0,-0.0
10,H2,-0.0,0.0,-0.0
11,Li-Ion,0.0,0.0,-0.0
11,CAES,10111.903261763611,0.0,39732.46524271252
11,PHS,0.0,0.0,-0.0
11,H2,-0.0,0.0,-0.0
12,Li-Ion,0.0,0.0,-0.0
12,CAES,11027.2517812142,0.0,48499.85859327552
12,PHS,0.0,0.0,-0.0
12,H2,-0.0,0.0,-0.0
13,Li-Ion,0.0,0.0,-0.0
13,CAES,12437.981749642748,0.0,58388.875426283266
13,PHS,0.0,0.0,-0.0
13,H2,-0.0,0.0,-0.0
14,Li-Ion,0.0,0.0,-0.0
14,CAES,13164.172990319203,0.0,68855.26224966251
14,PHS,0.0,0.0,-0.0
14,H2,-0.0,0.0,-0.0
15,Li-Ion,0.0,0.0,-0.0
15,CAES,11607.520784385613,0.0,78084.00777580653
15,PHS,-0.0,0.0,0.0
15,H2,-0.0,0.0,-0.0
16,Li-Ion,0.0,-0.0,0.0
16,CAES,7617.99662705484,0.0,84140.81814867152
16,PHS,-0.0,0.0,-0.0
16,H2,-0.0,0.0,-0.0
17,Li-Ion,0.0,0.0,-0.0
17,CAES,4950.564635735172,0.0,88076.84394458363
17,PHS,-0.0,0.0,-0.0
17,H2,-0.0,0.0,-0.0
