Hour,Technology,Charging power (MW),Discharging power (MW),State of charge (MWh)
1,Li-Ion,0.0,0.0,0.0
1,CAES,0.0,4498.350901668344,4861.692052726886
1,PHS,0.0,0.0,0.0
1,H2,0.0,0.0,0.0
2,Li-Ion,0.0,0.0,0.0
2,CAES,0.0,2646.528018339352,1533.0024824805778
2,PHS,0.0,-0.0,0.0
2,H2,0.0,0.0,0.0
3,Li-Ion,0.0,-0.0,0.0
3,CAES,0.0,1218.8382053807502,0.0
3,PHS,0.0,-0.0,-0.0
3,H2,0.0,0.0,0.0
4,Li-Ion,0.0,0.0,-0.0
4,CAES,190.39994997029297,0.0,151.38053328580742
4,PHS,0.0,0.0,0.0
4,H2,0.0,0.0,0.0
5,Li-Ion,-0.0,0.0,0.0
5,CAES,579.0162294338224,0.0,611.7366710185394
5,PHS,0.0,0.0,0.0
5,H2,0.0,0.0,0.0
6,Li-Ion,0.0,0.0,0.0
6,CAES,1093.2274262620208,0.0,1480.9246661626369
6,PHS,0.0,0.0,0.0
6,H2,-0.0,0.0,-0.0
7,Li-Ion,0.0,0.0,0.0
7,CAES,3273.4046834016863,0.0,4083.4975487233814
7,PHS,0.0,0.0,0.0
7,H2,-0.0,0.0,0.0
8,Li-Ion,0.0,0.0,0.0
8,CAES,12121.223792797642,0.0,13720.670888929697
8,PHS,0.0,0.0,-0.0
8,H2,0.0,0.0,0.0
9,Li-Ion,0.0,0.0,-0.0
9,CAES,13793.125207653316,0.0,24687.11625794504
9,PHS,-0.0,0.0,-0.0
9,H2,0.0,0.0,0.0
10,Li-Ion,0.0,0.0,-0.0
10,CAES,11313.440735409671,0.0,33682.04872557912
10,PHS,-0.0,0.0,-0.0
10,H2,0.0,0.0,0.0
11,Li-Ion,0.0,0.0,0.0
11,CAES,10455.301150762552,0.0,41994.703556177
11,PHS,-0.0,0.0,0.0
11,H2,0.0,0.0,-0.0
12,Li-Ion,0.0,0.0,0.0
12,CAES,11525.897718279492,0.0,51158.55335478804
12,PHS,0.0,0.0,-0.0
12,H2,-0.0,0.0,-0.0
13,Li-Ion,0.0,0.0,0.0
13,CAES,13040.20766295004,0.0,61526.37955685925
13,PHS,-0.0,0.0,-0.0
13,H2,-0.0,0.0,-0.0
14,Li-Ion,0.0,0.0,0.0
14,CAES,13451.879649174534,0.0,72221.51217273578
14,PHS,-0.0,0.0,0.0
14,H2,-0.0,0.0,0.0
15,Li-Ion,0.0,0.0,-0.0
15,CAES,11532.178511260568,0.0,81390.3556165189
15,PHS,0.0,0.0,-0.0
15,H2,0.0,0.0,0.0
16,Li-Ion,0.0,0.0,0.0
16,CAES,7176.25675471689,0.0,87095.9536205857
16,PHS,-0.0,0.0,-0.0
16,H2,0.0,0.0,0.0
17,Li-Ion,0.0,0.0,-0.0
17,CAES,4391.058698229727,0.0,90587.13524921014
17,PHS,-0.0,0.0,-0.0
17,H2,0.0,0.0,-0.0
18,Li-Ion,0.0,0.0,0.0
18,CAES,3256.9559229434453,0.0,93176.6302810128
18,PHS,-0.0,0.0,0.0
18,H2,-0.0,0.0,-0.0
19,Li-Ion,0.0,0.0,-0.0
19,CAES,5719.297102340219,0.0,97723.84915111923
19,PHS,-0.0,0.0,-0.0
19,H2,-0.0,0.0,-0.0
20,Li-Ion,0.0,0.0,0.0
20,CAES,10892.967999031674,0.0,106384.47802741846
20,PHS,-0.0,0.0,-0.0
20,H2,-0.0,0.0,0.0
21,Li-Ion,0.0,0.0,0.0
21,CAES,14923.591273607868,0.0,118249.71856918678
21,PHS,-0.0,0.0,-0.0
21,H2,0.0,0.0,0.0
22,Li-Ion,0.0,0.0,-0.0
22,CAES,16432.853501364472,0.0,131314.92224614273
22,PHS,-0.0,0.0,-0.0
22,H2,0.0,0.0,0.0
23,Li-Ion,0.0,0.0,-0.0
23,CAES,18576.417900477067,0.0,146084.401170654
23,PHS,-0.0,0.0,-0.0
23,H2,0.0,0.0,0.0
24,Li-Ion,0.0,0.0,0.0
24,CAES,21357.161193034535,0.0,163064.75463911318
24,PHS,-0.0,0.0,-0.0
24,H2,0.0,0.0,0.0
25,Li-Ion,1110.6633131450908,0.0,1029.986784305085
25,CAES,21653.93778826235,0.0,180281.06509841894
25,PHS,-0.0,0.0,-0.0
25,H2,0.0,0.0,-0.0
26,Li-Ion,1581.1251671719547,0.0,2496.2619437030426
26,CAES,21653.93778826235,0.0,197497.37555772474
26,PHS,-0.0,0.0,-0.0
26,H2,-0.0,0.0,0.0
27,Li-Ion,1727.6258440131605,0.0,4098.396241736725
27,CAES,21653.93778826235,0.0,214713.6860170305
27,PHS,-0.0,0.0,-0.0
27,H2,0.0,0.0,0.0
28,Li-Ion,818.465263064103,0.0,4857.4097018839275
28,CAES,21653.93778826235,0.0,231929.99647633627
28,PHS,-0.0,0.0,-0.0
28,H2,0.0,0.0,0.0
29,Li-Ion,0.0,134.90084977779406,4711.9423744935275
29,CAES,21653.93778826235,0.0,249146.30693564206
29,PHS,-0.0,0.0,-0.0
29,H2,0.0,0.0,0.0
30,Li-Ion,0.0,1963.942124444487,2594.169117594513
30,CAES,21653.93778826235,0.0,266362.61739494785
30,PHS,-0.0,0.0,-0.0
30,H2,0.0,0.0,-0.0
31,Li-Ion,0.0,2405.7334709368242,0.0
31,CAES,21363.133930090902,0.0,283347.7195837765
31,PHS,-0.0,0.0,-0.0
31,H2,-0.0,0.0,0.0
32,Li-Ion,0.0,0.0,0.0
32,CAES,21653.93778826235,0.0,300564.03004308225
32,PHS,-0.0,0.0,0.0
32,H2,-0.0,0.0,-0.0
33,Li-Ion,0.0,0.0,0.0
33,CAES,21653.93778826235,0.0,317780.340502388
33,PHS,0.0,0.0,-0.0
33,H2,-0.0,0.0,0.0
34,Li-Ion,2049.7545318347,0.0,1900.8641537648411
34,CAES,21653.93778826235,0.0,334996.6509616938
34,PHS,-0.0,0.0,-0.0
34,H2,0.0,0.0,0.0
35,Li-Ion,1097.492913420383,0.0,2918.637211821914
35,CAES,21653.93778826235,0.0,352212.9614209995
35,PHS,-0.0,0.0,-0.0
35,H2,0.0,0.0,0.0
36,Li-Ion,0.0,0.0,2918.637211821914
36,CAES,21653.93778826235,0.0,369429.27188030526
36,PHS,-0.0,0.0,-0.0
36,H2,0.0,0.0,0.0
37,Li-Ion,2405.7334709368242,0.0,5149.622652953195
37,CAES,21653.93778826235,0.0,386645.582339611
37,PHS,-0.0,0.0,-0.0
37,H2,0.0,0.0,-0.0
