Hour,Technology,Charging power (MW),Discharging power (MW),State of charge (MWh)
1,Li-Ion,0.0,0.0,-0.0
1,CAES,0.0,728.4106109774561,1832.3273260782053
1,PHS,0.0,2312.227825393307,52705.40496018699
1,H2,1245.2966237621529,0.0,53692.36149830013
2,Li-Ion,0.0,0.0,-0.0
2,CAES,0.0,0.0,1832.327326078206
2,PHS,0.0,1144.8927741553823,51410.72794514017
2,H2,-0.0,0.0,53692.36149830013
3,Li-Ion,0.0,-0.0,0.0
3,CAES,0.0,0.0,1832.327326078206
3,PHS,0.0,1695.1419933079778,49493.81360563309
3,H2,1245.2966237621529,0.0,54518.39782904322
4,Li-Ion,0.0,0.0,0.0
4,CAES,0.0,728.4106109774561,916.163663039103
4,PHS,0.0,641.7494860460502,48768.105200656144
4,H2,1245.2966237621529,0.0,55344.43415978631
5,Li-Ion,0.0,0.0,0.0
5,CAES,0.0,0.0,916.163663039103
5,PHS,0.0,296.34818539962174,48432.986320749886
5,H2,-0.0,0.0,55344.43415978631
6,Li-Ion,0.0,-0.0,0.0
6,CAES,0.0,728.4106109774561,0.0
6,PHS,0.0,1221.928115157215,47051.19557104355
6,H2,1245.2966237621529,0.0,56170.4704905294
7,Li-Ion,0.0,0.0,0.0
7,CAES,0.0,0.0,0.0
7,PHS,2600.8210593902604,0.0,49351.1215009554
7,H2,1245.2966237621529,0.0,56996.50682127249
8,Li-Ion,-0.0,0.0,0.0
8,CAES,1124.13175483719,0.0,893.7589771284881
8,PHS,26929.48871601219,0.0,73165.07408089386
8,H2,1245.2966237621529,0.0,57822.543152015576
9,Li-Ion,-0.0,0.0,0.0
9,CAES,1440.3892612624309,0.0,2038.963555927367
9,PHS,26929.48871601219,0.0,96979.02666083231
9,H2,1245.2966237621529,0.0,58648.579482758665
10,Li-Ion,0.0,0.0,0.0
10,CAES,1440.3892612624309,0.0,3184.1681347262456
10,PHS,26929.48871601219,0.0,120792.97924077077
10,H2,1245.2966237621529,0.0,59474.615813501754
11,Li-Ion,0.0,0.0,0.0
11,CAES,1440.3892612624309,0.0,4329.372713525125
11,PHS,26929.48871601219,0.0,144606.9318207092
11,H2,1245.2966237621529,0.0,60300.65214424484
12,Li-Ion,0.0,0.0,0.0
12,CAES,1440.3892612624309,0.0,5474.577292324004
12,PHS,26929.48871601219,0.0,168420.88440064766
12,H2,1245.2966237621529,0.0,61126.68847498793
13,Li-Ion,0.0,0.0,-0.0
13,CAES,1440.3892612624309,0.0,6619.781871122883
13,PHS,26929.48871601219,0.0,192234.83698058611
13,H2,1245.2966237621529,0.0,61952.72480573102
14,Li-Ion,-0.0,0.0,-0.0
14,CAES,1440.3892612624309,0.0,7764.986449921762
14,PHS,26929.48871601219,0.0,216048.78956052457
14,H2,1245.2966237621529,0.0,62778.76113647411
15,Li-Ion,-0.0,0.0,0.0
15,CAES,1440.3892612624309,0.0,8910.191028720641
15,PHS,26929.48871601219,0.0,239862.74214046303
15,H2,1245.2966237621529,0.0,63604.7974672172
16,Li-Ion,0.0,-0.0,0.0
16,CAES,0.0,0.0,8910.191028720641
16,PHS,10971.926173110794,0.0,249565.3002674462
16,H2,1245.2966237621529,0.0,64430.83379796029
17,Li-Ion,0.0,-0.0,0.0
17,CAES,0.0,0.0,8910.191028720641
17,PHS,0.0,2942.7486296557063,246237.5571827836
17,H2,1245.2966237621529,0.0,65256.87012870338
18,Li-Ion,0.0,-0.0,0.0
18,CAES,0.0,0.0,8910.191028720641
18,PHS,0.0,6353.030659174691,239053.37106859565
18,H2,1245.2966237621529,0.0,66082.90645944646
19,Li-Ion,0.0,-0.0,0.0
19,CAES,0.0,0.0,8910.191028720641
19,PHS,0.0,5643.205314286015,232671.87545911717
19,H2,-0.0,0.0,66082.90645944646
20,Li-Ion,0.0,-0.0,-0.0
20,CAES,0.0,528.4947534408665,8245.472967351932
20,PHS,0.0,6318.228962658753,225527.044084151
20,H2,1245.2966237621529,0.0,66908.94279018954
21,Li-Ion,0.0,0.0,-0.0
21,CAES,0.0,0.0,8245.472967351932
21,PHS,0.0,5439.337980961532,219376.08740070325
21,H2,-0.0,0.0,66908.94279018954
22,Li-Ion,0.0,0.0,0.0
22,CAES,0.0,0.0,8245.472967351932
22,PHS,0.0,4907.479027336724,213826.57181117183
22,H2,-0.0,0.0,66908.94279018954
23,Li-Ion,0.0,-0.0,0.0
23,CAES,0.0,728.4106109774561,7329.309304312829
23,PHS,0.0,3011.4423987321966,210421.14787646988
23,H2,-0.0,0.0,66908.94279018954
24,Li-Ion,0.0,0.0,0.0
24,CAES,0.0,728.4106109774561,6413.145641273726
24,PHS,0.0,1461.9509774920966,208767.9325095718
24,H2,-0.0,0.0,66908.94279018954
25,Li-Ion,0.0,-0.0,0.0
25,CAES,0.0,728.4106109774561,5496.981978234623
25,PHS,0.0,2188.4174153239405,206293.20842107516
25,H2,1245.2966237621529,0.0,67734.97912093262
26,Li-Ion,0.0,-0.0,-0.0
26,CAES,0.0,0.0,5496.981978234623
26,PHS,0.0,2778.0011533742736,203151.76642560048
26,H2,1245.2966237621529,0.0,68561.0154516757
27,Li-Ion,0.0,-0.0,-0.0
27,CAES,0.0,0.0,5496.981978234623
27,PHS,0.0,1624.0472680635364,201315.24800503257
27,H2,-0.0,0.0,68561.0154516757
28,Li-Ion,0.0,0.0,0.0
28,CAES,0.0,0.0,5496.981978234623
28,PHS,0.0,3066.0744327746447,197848.0446265638
28,H2,1245.2966237621529,0.0,69387.05178241878
29,Li-Ion,0.0,0.0,0.0
29,CAES,0.0,0.0,5496.981978234623
29,PHS,0.0,4214.662127608879,193081.98591261214
29,H2,1245.2966237621529,0.0,70213.08811316187
30,Li-Ion,0.0,-0.0,0.0
30,CAES,0.0,728.4106109774561,4580.81831519552
30,PHS,0.0,5120.247272501991,187291.86599508979
30,H2,1245.2966237621529,0.0,71039.12444390495
31,Li-Ion,0.0,-0.0,0.0
31,CAES,0.0,0.0,4580.81831519552
31,PHS,0.0,2709.9395901744374,184227.3899334319
31,H2,1245.2966237621529,0.0,71865.16077464804
32,Li-Ion,0.0,0.0,0.0
32,CAES,0.0,0.0,4580.81831519552
32,PHS,21130.41544321412,0.0,202913.17772040537
32,H2,1245.2966237621529,0.0,72691.19710539113
33,Li-Ion,0.0,-0.0,-0.0
33,CAES,1440.3892612624309,0.0,5726.022893994399
33,PHS,26929.48871601219,0.0,226727.13030034382
33,H2,1245.2966237621529,0.0,73517.23343613421
34,Li-Ion,0.0,0.0,0.0
34,CAES,1440.3892612624309,0.0,6871.227472793278
34,PHS,26929.48871601219,0.0,250541.08288028228
34,H2,1245.2966237621529,0.0,74343.26976687729
35,Li-Ion,0.0,-0.0,0.0
35,CAES,0.0,0.0,6871.227472793278
35,PHS,26581.971781082342,0.0,274047.7235800578
35,H2,1245.2966237621529,0.0,75169.30609762037
36,Li-Ion,0.0,-0.0,0.0
36,CAES,0.0,0.0,6871.227472793278
36,PHS,26686.64195960046,0.0,297646.924918249
36,H2,1245.2966237621529,0.0,75995.34242836345
37,Li-Ion,0.0,-0.0,0.0
37,CAES,1440.3892612624309,0.0,8016.432051592157
37,PHS,26929.48871601219,0.0,321460.87749818753
37,H2,1245.2966237621529,0.0,76821.37875910653
38,Li-Ion,0.0,-0.0,0.0
38,CAES,1440.3892612624309,0.0,9161.63663039103
38,PHS,26929.48871601219,0.0,345274.830078126
38,H2,1245.2966237621529,0.0,77647.41508984962
39,Li-Ion,0.0,-0.0,-0.0
39,CAES,0.0,0.0,9161.63663039103
39,PHS,22793.72746355825,0.0,365431.49739036
39,H2,1245.2966237621529,0.0,78473.45142059271
40,Li-Ion,0.0,0.0,-0.0
40,CAES,0.0,0.0,9161.63663039103
40,PHS,0.0,316.3859194097596,365073.7192761201
40,H2,0.0,666.9711326417137,77467.95460560592
41,Li-Ion,0.0,-0.0,0.0
41,CAES,0.0,0.0,9161.63663039103
41,PHS,0.0,12824.804732040106,350571.06864904694
41,H2,0.0,666.9711326417137,76462.45779061914
42,Li-Ion,0.0,0.0,0.0
42,CAES,0.0,-0.0,9161.63663039103
42,PHS,0.0,16360.92997115615,332069.66794444976
42,H2,0.0,666.9711326417137,75456.96097563236
43,Li-Ion,0.0,0.0,0.0
43,CAES,0.0,728.4106109774561,8245.472967351929
43,PHS,0.0,16921.133810502433,312934.7729503305
43,H2,0.0,666.9711326417137,74451.46416064558
44,Li-Ion,0.0,-0.0,0.0
44,CAES,0.0,0.0,8245.472967351929
44,PHS,0.0,17111.41472902376,293584.7029309402
44,H2,0.0,666.9711326417137,73445.96734565879
45,Li-Ion,0.0,0.0,-0.0
45,CAES,0.0,0.0,8245.472967351929
45,PHS,0.0,17778.946574748465,273479.76908763486
45,H2,0.0,666.9711326417137,72440.47053067201
46,Li-Ion,0.0,-0.0,-0.0
46,CAES,0.0,0.0,8245.472967351929
46,PHS,0.0,17436.91344750525,253761.6159439921
46,H2,0.0,666.9711326417137,71434.97371568524
47,Li-Ion,0.0,0.0,0.0
47,CAES,0.0,728.4106109774561,7329.309304312826
47,PHS,0.0,15804.00979451913,235889.99627058345
47,H2,0.0,666.9711326417137,70429.47690069844
48,Li-Ion,0.0,0.0,0.0
48,CAES,0.0,0.0,7329.309304312826
48,PHS,0.0,15456.367678921582,218411.50009894412
48,H2,0.0,666.9711326417137,69423.98008571166
49,Li-Ion,0.0,0.0,0.0
49,CAES,0.0,728.4106109774561,6413.1456412737225
49,PHS,0.0,13864.50295981023,202733.12941453033
49,H2,0.0,666.9711326417137,68418.48327072487
50,Li-Ion,0.0,0.0,0.0
50,CAES,0.0,728.4106109774561,5496.981978234619
50,PHS,0.0,13091.630410657232,187928.744790241
50,H2,0.0,666.9711326417137,67412.9864557381
51,Li-Ion,0.0,0.0,-0.0
