Scenario,Hour,Solar PV Generation (MW),Solar PV Curtailment (MW),Wind Generation (MW),Wind Curtailment (MW),All Thermal Generation (MW),Hydro Generation (MW),Nuclear Generation (MW),Other Renewables Generation (MW),Imports (MW),Storage Charge/Discharge (MW),Exports (MW),Load (MW),Net Load (MW)
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,1,0.0,0.0,15165.30456760686,0.0,4897.0,2350.85995,2272.82328,1789.27366,0,-452.32736239314386,0,26927.58882,5349.327362393141
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,2,0.0,0.0,15375.51937021936,0.0,4220.543529780638,2359.65165,2273.72072,1778.90751,0,0.0,0,26008.34278,4220.543529780641
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,3,0.0,0.0,15592.18817980488,0.0,3587.104700195121,2063.74177,2274.35167,1775.3033,0,0.0,0,25292.68962,3587.1047001951215
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,4,0.0,0.0,15882.298323788973,0.0,4897.0,1929.00365,2274.18453,1772.69607,0,1859.4104937889738,0,24895.77208,3037.5895062110253
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,5,0.0,0.0,15982.687019595258,0.0,4897.0,1978.7031,2273.92119,1776.05623,0,1975.0727595952555,0,24933.29478,2921.9272404047424
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,6,0.0,0.0,16511.74515127756,0.0,4897.0,2274.47982,2274.6642,1774.67763,0,2233.8406112775574,0,25498.72619,2663.159388722442
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,7,697.6358354289241,0.0,17198.52716256986,0.0,4897.0,2541.02594,2274.96771,1777.01514,0,2961.757807998781,0,26424.41398,1935.2421920012198
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,8,3067.1744513428584,0.0,18742.99042787461,0.0,4897.0,2377.80212,2274.36005,1772.26723,0,6725.073419217472,0,26406.52086,-1828.07341921747
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,9,3817.1454059380294,0.0,18465.17122450249,0.0,4897.0,1850.3501,2273.97646,1765.77912,0,7406.8841304405205,0,25662.53818,-2509.8841304405205
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,10,3707.7827673969414,0.0,16558.646552172828,0.0,4897.0,1856.33584,2273.79651,1728.63502,0,6113.296079569769,0,24908.90061,-1216.2960795697677
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,11,3476.702053400282,0.0,15872.404963547518,0.0,4897.0,1690.7218,2273.82441,1729.4593,0,5768.6283769478,0,24171.48415,-871.6283769477989
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,12,3441.14920597858,0.0,16060.926808963786,0.0,4897.0,1591.59286,2273.3104,1717.51558,0,6543.968124942364,0,23437.52673,-1646.968124942366
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,13,3629.166447187803,0.0,16368.494055466264,0.0,4897.0,1502.94835,2273.2278,1725.88248,0,7482.999762654068,0,22913.71937,-2585.9997626540685
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,14,3804.123515569298,0.0,16522.569327100755,0.0,4897.0,1568.58219,2272.73277,1728.15225,0,7795.523272670051,0,22997.63678,-2898.5232726700538
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,15,3297.918721957562,0.0,16628.4138296476,0.0,4897.0,1691.31252,2273.15628,1732.26885,0,6751.169941605165,0,23768.90026,-1854.1699416051642
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,16,1144.2518331907895,0.0,18082.282211042006,0.0,4897.0,2100.98322,2272.64222,1788.5111,0,5063.6007142327935,0,25222.06987,-166.6007142327951
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,17,0.0,0.0,20085.245470369962,0.0,4897.0,2797.40289,2272.26654,1865.41948,0,3786.6527603699633,0,28130.68162,1110.3472396300367
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,18,0.0,0.0,22595.873978628362,0.0,4897.0,3241.56259,2272.95466,1964.17257,0,2783.8583586283585,0,32187.70544,2113.14164137164
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,19,0.0,0.0,24729.162429254357,0.0,4897.0,3443.81907,2273.316,1970.43835,0,4286.637019254356,0,33027.09883,610.3629807456464
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,20,0.0,0.0,27891.835341364364,0.0,4897.0,3278.70458,2272.44109,1967.35514,0,7501.237171364361,0,32806.09898,-2604.2371713643606
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,21,0.0,0.0,29504.453608868367,0.0,4897.0,2893.49016,2272.43881,1887.29345,0,9144.134338868369,0,32310.54169,-4247.134338868369
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,22,0.0,0.0,29617.636379712356,0.0,4897.0,2554.17395,2272.75623,1847.9486,0,10048.240309712352,0,31141.27485,-5151.240309712353
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,23,0.0,0.0,29449.39589083736,0.0,4897.0,2272.69783,2273.49363,1801.85677,0,11451.557830837364,0,29242.88629,-6554.557830837362
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,24,0.0,0.0,29494.381895219358,0.0,4654.65712627846,2125.45029,2274.43377,1781.79636,0,12978.578581497817,0,27352.14086,-8323.921455219359
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,25,0.0,0.0,29316.44036196636,0.0,3304.7725667799095,1976.73049,2272.10748,1779.85401,0,12519.989478746265,0,26129.91543,-9215.21691196636
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,26,0.0,0.0,28868.323701407586,0.0,2957.9581973386776,1916.08734,2271.68539,1775.86374,0,12519.989478746265,0,25269.92889,-9562.031281407588
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,27,0.0,0.0,28484.00350615929,0.0,3081.130902586974,1767.92297,2272.17995,1779.45385,0,12519.989478746265,0,24864.7017,-9438.858576159288
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,28,0.0,0.0,28043.827756004204,0.0,3646.125641903797,1813.7194,2271.74,1778.60586,0,12552.162687908,0,25001.85597,-8906.037046004203
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,29,0.0,0.0,28271.126288496493,0.0,4745.021683001327,1853.20168,2271.91046,1777.53263,0,12978.578581497817,0,25940.21416,-8233.556898496492
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,30,0.0,0.0,28776.12485102148,0.0,4897.0,2374.9343,2271.79811,1813.03012,0,12229.465411021481,0,27903.42197,-7332.46541102148
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,31,717.9828263313918,0.0,29463.226600974253,0.0,4897.0,3071.83127,2271.83689,1823.61862,0,11734.736287305639,0,30510.75992,-6837.736287305643
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,32,3114.780152184032,0.0,29596.292689313792,0.0,4897.0,3060.75883,2271.82665,1817.28301,0,12978.578581497817,0,31779.36275,-8081.578581497823
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,33,3850.0000445467263,0.0,28620.20109753488,0.0,4897.0,2379.734,2272.13217,1807.16665,0,12424.546892081606,0,31401.68707,-7527.546892081606
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,34,3688.2625394894703,0.0,27784.49054518179,0.0,4897.0,1821.02956,2273.33141,1764.80068,0,12103.71521467126,0,30125.19952,-7206.715214671263
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,35,3457.3673503248096,0.0,26787.165381051953,0.0,4897.0,1608.68114,2272.58316,1764.80052,0,11820.531161376768,0,28967.06639,-6923.531161376763
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,36,3408.6575182848783,0.0,26909.69149805581,0.0,4897.0,1569.38605,2271.64759,1743.28636,0,12813.833686340688,0,27985.83533,-7916.8336863406885
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,37,3579.490708528876,0.0,26471.7015165244,0.0,4792.331466444539,1517.2403,2271.13844,1717.17108,0,12978.578581497817,0,27370.49493,-8186.2471150532765
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,38,3724.477790990916,0.0,25749.46323775535,0.0,4897.0,1499.82831,2271.9547,1749.82994,0,12519.989478746265,0,27372.5645,-7622.989478746266
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,39,3216.4510630994355,0.0,24585.339353905016,0.0,4897.0,1518.98264,2272.15452,1767.32966,0,10432.209827004452,0,27825.04741,-5535.209827004451
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,40,1111.5282394570877,0.0,24572.527750526766,0.0,4897.0,1771.344,2271.19906,1790.4726,0,7353.500949983856,0,29060.5707,-2456.5009499838516
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,41,0.0,0.0,24361.971704188378,0.0,4897.0,2886.11495,2270.77884,1843.44536,0,4757.92245418838,0,31501.3884,139.07754581162226
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,42,0.0,0.0,23619.589360425514,0.0,4897.0,3355.08242,2272.02612,1956.69124,0,1061.9720204255145,0,35038.41712,3835.027979574483
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,43,0.0,0.0,22790.86929941256,0.0,4897.0,3362.43615,2271.38148,1955.1573,0,-462.29305058744,0,35739.13728,5359.293050587443
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,44,0.0,0.0,23087.63893825426,0.0,4897.0,3702.80186,2270.77099,1957.61878,0,366.60806825425226,0,35549.2225,4530.391931745744
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,45,0.0,0.0,22545.07704239199,0.0,4897.0,3528.70561,2271.31488,1911.60531,0,124.18735239198776,0,35029.51549,4772.812647608008
GenMix_Target=0.8_P_Capexx0.7_load_datax1.0,46,0.0,0.0,22040.956953010373,0.0,4441.80188698963,3009.23935,2271.40369,1874.86184,0,0.0,0,33638.26372,4441.801886989631
