Scenario,Hour,Solar PV Generation (MW),Solar PV Curtailment (MW),Wind Generation (MW),Wind Curtailment (MW),All Thermal Generation (MW),Hydro Generation (MW),Nuclear Generation (MW),Other Renewables Generation (MW),Imports (MW),Storage Charge/Discharge (MW),Exports (MW),Load (MW),Net Load (MW)
GenMix_Target=0.0,1,0.0,0.0,13907.33326705495,0.0,4897.0,2350.85995,2272.82328,1789.27366,0,-1710.298662945054,0,26927.58882,6607.298662945051
GenMix_Target=0.0,2,0.0,0.0,13608.585171294491,0.0,4897.0,2359.65165,2273.72072,1778.90751,0,-1090.477728705506,0,26008.34278,5987.477728705508
GenMix_Target=0.0,3,0.0,0.0,13899.251587797904,0.0,4897.0,2063.74177,2274.35167,1775.3033,0,-383.0412922020961,0,25292.68962,5280.041292202097
GenMix_Target=0.0,4,0.0,0.0,13962.229759099762,0.0,4897.0,1929.00365,2274.18453,1772.69607,0,-60.65807090023756,0,24895.77208,4957.658070900236
GenMix_Target=0.0,5,0.0,0.0,13773.356276394254,0.0,4897.0,1978.7031,2273.92119,1776.05623,0,-234.25798360574896,0,24933.29478,5131.257983605747
GenMix_Target=0.0,6,0.0,0.0,13638.614958117785,0.0,4897.0,2274.47982,2274.6642,1774.67763,0,-639.2895818822187,0,25498.72619,5536.289581882216
GenMix_Target=0.0,7,5151.055167254735,0.0,13620.857397589321,0.0,4897.0,2541.02594,2274.96771,1777.01514,0,3837.5073748440564,0,26424.41398,1059.4926251559446
GenMix_Target=0.0,8,30161.107856137533,0.0,13847.616188398839,0.0,4897.0,2377.80212,2274.36005,1772.26723,0,28923.632584536375,0,26406.52086,-24026.63258453637
GenMix_Target=0.0,9,34281.4056045099,7510.951972080111,13397.37582572621,0.0,0.0,1850.3501,2273.97646,1765.77912,0,27906.34893023611,0,25662.53818,-35417.30090231622
GenMix_Target=0.0,10,35642.12525751492,4540.589643854131,12767.084105964093,0.0,0.0,1856.33584,2273.79651,1728.63502,0,29359.076123479015,0,24908.90061,-33899.66576733314
GenMix_Target=0.0,11,34307.97894973147,2885.956866291228,13528.57581374755,0.0,0.0,1690.7218,2273.82441,1729.4593,0,29359.076123479015,0,24171.48415,-32245.032989770247
GenMix_Target=0.0,12,33100.82408280403,3444.3931412211314,14113.359930674986,0.0,0.0,1591.59286,2273.3104,1717.51558,0,29359.076123479015,0,23437.52673,-32803.46926470014
GenMix_Target=0.0,13,32478.162386325617,6389.968694874144,14292.574477153395,0.0,0.0,1502.94835,2273.2278,1725.88248,0,29359.076123479015,0,22913.71937,-35749.044818353155
GenMix_Target=0.0,14,32362.148440807476,9002.245267521532,14425.09725267154,0.0,0.0,1568.58219,2272.73277,1728.15225,0,29359.076123479015,0,22997.63678,-38361.32139100054
GenMix_Target=0.0,15,33477.24642129352,2332.4348250204494,13953.992312185494,0.0,0.0,1691.31252,2273.15628,1732.26885,0,29359.076123479015,0,23768.90026,-31691.51094849947
GenMix_Target=0.0,16,12002.609928889788,0.0,14264.144839820905,0.0,4897.0,2100.98322,2272.64222,1788.5111,0,12103.821438710695,0,25222.06987,-7206.821438710694
GenMix_Target=0.0,17,0.0,0.0,14697.40046020658,0.0,4897.0,2797.40289,2272.26654,1865.41948,0,-1601.1922497934165,0,28130.68162,6498.192249793419
GenMix_Target=0.0,18,0.0,0.0,14807.986846684296,0.0,4897.0,3241.56259,2272.95466,1964.17257,0,-5004.028773315706,0,32187.70544,9901.028773315706
GenMix_Target=0.0,19,0.0,0.0,14903.99230664156,0.0,4897.0,3443.81907,2273.316,1970.43835,0,-5538.5331033584425,0,33027.09883,10435.533103358444
GenMix_Target=0.0,20,0.0,0.0,14894.399284167783,0.0,4897.0,3278.70458,2272.44109,1967.35514,0,-5496.198885832218,0,32806.09898,10393.19888583222
GenMix_Target=0.0,21,0.0,0.0,15024.686551135297,0.0,4897.0,2893.49016,2272.43881,1887.29345,0,-5335.632718864699,0,32310.54169,10232.632718864701
GenMix_Target=0.0,22,0.0,0.0,14765.743173363953,0.0,4897.0,2554.17395,2272.75623,1847.9486,0,-4803.652896636049,0,31141.27485,9700.65289663605
GenMix_Target=0.0,23,0.0,0.0,14359.152071706485,0.0,4897.0,2272.69783,2273.49363,1801.85677,0,-3638.6859882935123,0,29242.88629,8535.685988293513
GenMix_Target=0.0,24,0.0,0.0,14179.358607630584,0.0,4897.0,2125.45029,2274.43377,1781.79636,0,-2094.101832369416,0,27352.14086,6991.101832369415
GenMix_Target=0.0,25,0.0,0.0,13626.063043929063,0.0,4897.0,1976.73049,2272.10748,1779.85401,0,-1578.1604060709415,0,26129.91543,6475.160406070938
GenMix_Target=0.0,26,0.0,0.0,12959.74548983149,0.0,4897.0,1916.08734,2271.68539,1775.86374,0,-1449.546930168507,0,25269.92889,6346.546930168509
GenMix_Target=0.0,27,0.0,0.0,12594.443189372774,0.0,4897.0,1767.92297,2272.17995,1779.45385,0,-1553.7017406272234,0,24864.7017,6450.701740627227
GenMix_Target=0.0,28,0.0,0.0,12482.80414068367,0.0,4897.0,1813.7194,2271.74,1778.60586,0,-1757.9865693163326,0,25001.85597,6654.986569316332
GenMix_Target=0.0,29,0.0,0.0,12222.899388016696,0.0,4897.0,1853.20168,2271.91046,1777.53263,0,-2917.670001983305,0,25940.21416,7814.670001983303
GenMix_Target=0.0,30,0.0,0.0,11989.54250811283,0.0,4897.0,2374.9343,2271.79811,1813.03012,0,-4557.116931887169,0,27903.42197,9454.116931887169
GenMix_Target=0.0,31,5181.663174684419,0.0,11764.884475948325,0.0,4897.0,3071.83127,2271.83689,1823.61862,0,-1499.92548936726,0,30510.75992,6396.925489367256
GenMix_Target=0.0,32,30140.838160667263,0.0,11542.87990563485,0.0,4897.0,3060.75883,2271.82665,1817.28301,0,21951.223806302107,0,31779.36275,-17054.223806302114
GenMix_Target=0.0,33,40845.4939951192,0.0,10704.322504425929,0.0,2751.9138739338814,2379.734,2272.13217,1807.16665,0,29359.076123479015,0,31401.68707,-26607.162249545127
GenMix_Target=0.0,34,39774.19458537516,0.0,9804.252556345029,0.0,4046.666851758833,1821.02956,2273.33141,1764.80068,0,29359.076123479015,0,30125.19952,-25312.40927172019
