Hour,Technology,Charging power (MW),Discharging power (MW),State of charge (MWh)
1,Li-Ion,0.0,0.0,0.0
1,CAES,0.0,0.0,7442.02647975148
1,PHS,0.0,-0.0,0.0
1,H2,0.0,0.0,544228.3558146462
2,Li-Ion,0.0,-0.0,0.0
2,CAES,88.8088386942618,0.0,7512.635371004489
2,PHS,0.0,0.0,-0.0
2,H2,0.0,0.0,544228.3558146462
3,Li-Ion,0.0,0.0,0.0
3,CAES,4623.778724755924,0.0,11188.844788382652
3,PHS,0.0,-0.0,0.0
3,H2,0.0,0.0,544228.3558146462
4,Li-Ion,0.0,0.0,0.0
4,CAES,4623.778724755924,0.0,14865.054205760816
4,PHS,0.0,-0.0,0.0
4,H2,0.0,0.0,544228.3558146462
5,Li-Ion,0.0,0.0,0.0
5,CAES,4623.778724755924,0.0,18541.26362313898
5,PHS,0.0,0.0,0.0
5,H2,0.0,0.0,544228.3558146462
6,Li-Ion,0.0,0.0,0.0
6,CAES,4623.778724755924,0.0,22217.473040517143
6,PHS,0.0,0.0,-0.0
6,H2,0.0,0.0,544228.3558146462
7,Li-Ion,0.0,0.0,0.0
7,CAES,4623.778724755924,0.0,25893.682457895306
7,PHS,0.0,0.0,-0.0
7,H2,0.0,0.0,544228.3558146462
8,Li-Ion,0.0,0.0,-0.0
8,CAES,4623.778724755924,0.0,29569.891875273468
8,PHS,-0.0,0.0,0.0
8,H2,2888.7377246811748,0.0,546144.5276447487
9,Li-Ion,0.0,0.0,-0.0
9,CAES,4623.778724755924,0.0,33246.101292651634
9,PHS,0.0,0.0,0.0
9,H2,3621.524233409401,0.0,548546.7750550284
10,Li-Ion,0.0,0.0,0.0
10,CAES,4623.778724755924,0.0,36922.3107100298
10,PHS,0.0,0.0,-0.0
10,H2,1268.439678516942,0.0,549388.1627515963
11,Li-Ion,0.0,0.0,0.0
11,CAES,4623.778724755924,0.0,40598.520127407966
11,PHS,-0.0,0.0,-0.0
11,H2,1426.1172789048296,0.0,550334.1419358302
12,Li-Ion,0.0,0.0,-0.0
12,CAES,4623.778724755924,0.0,44274.72954478613
12,PHS,-0.0,0.0,0.0
12,H2,2850.470136585619,0.0,552224.9299196638
13,Li-Ion,793.3048079283808,0.0,735.6806139370299
