Scenario,Hour,Solar PV Generation (MW),Solar PV Curtailment (MW),Wind Generation (MW),Wind Curtailment (MW),All Thermal Generation (MW),Hydro Generation (MW),Nuclear Generation (MW),Other Renewables Generation (MW),Imports (MW),Storage Charge/Discharge (MW),Exports (MW),Load (MW),Net Load (MW)
GenMix_Target=0.95,1,0.0,0.0,20024.607660886486,0.0,490.0242691135172,2350.85995,2272.82328,1789.27366,0,0.0,0,26927.58882,490.0242691135147
GenMix_Target=0.95,2,0.0,0.0,19684.87173869426,0.0,0.0,2359.65165,2273.72072,1778.90751,0,88.8088386942618,0,26008.34278,-88.80883869425952
GenMix_Target=0.95,3,0.0,0.0,19736.928729465715,0.0,4066.1428752902093,2063.74177,2274.35167,1775.3033,0,4623.778724755924,0,25292.68962,-557.6358494657143
GenMix_Target=0.95,4,0.0,0.0,20087.582729264108,0.0,3456.0838254918153,1929.00365,2274.18453,1772.69607,0,4623.778724755924,0,24895.77208,-1167.6948992641092
GenMix_Target=0.95,5,0.0,0.0,20042.624207907094,0.0,3485.7687768488313,1978.7031,2273.92119,1776.05623,0,4623.778724755924,0,24933.29478,-1138.009947907094
GenMix_Target=0.95,6,0.0,0.0,20523.440620807214,0.0,3275.2426439487126,2274.47982,2274.6642,1774.67763,0,4623.778724755924,0,25498.72619,-1348.536080807213
GenMix_Target=0.95,7,811.1715328235024,0.0,21345.662074811862,0.0,2298.3503071205605,2541.02594,2274.96771,1777.01514,0,4623.778724755924,0,26424.41398,-2325.428417635363
GenMix_Target=0.95,8,4277.703661575023,0.0,23216.904247862076,0.0,0.0,2377.80212,2274.36005,1772.26723,0,7512.516449437098,0,26406.52086,-7512.516449437098
GenMix_Target=0.95,9,5614.147819930556,0.0,22403.587638234767,0.0,0.0,1850.3501,2273.97646,1765.77912,0,8245.302958165325,0,25662.53818,-8245.302958165323
GenMix_Target=0.95,10,5377.590416782325,0.0,19564.76122649054,0.0,0.0,1856.33584,2273.79651,1728.63502,0,5892.2184032728655,0,24908.90061,-5892.218403272864
GenMix_Target=0.95,11,4974.241593774168,0.0,19553.133049886586,0.0,0.0,1690.7218,2273.82441,1729.4593,0,6049.896003660753,0,24171.48415,-6049.896003660754
GenMix_Target=0.95,12,4899.937349046593,0.0,20429.419402294952,0.0,0.0,1591.59286,2273.3104,1717.51558,0,7474.248861341543,0,23437.52673,-7474.248861341544
GenMix_Target=0.95,13,5215.872929392624,0.0,21380.115341082856,0.0,0.0,1502.94835,2273.2278,1725.88248,0,9184.32753047548,0,22913.71937,-9184.32753047548
GenMix_Target=0.95,14,5535.999618706521,0.0,21818.69485059184,199.6106334222677,0.0,1568.58219,2272.73277,1728.15225,0,9926.524899298356,0,22997.63678,-10126.13553272063
GenMix_Target=0.95,15,4696.927669497236,0.0,21346.840168316925,0.0,0.0,1691.31252,2273.15628,1732.26885,0,7971.60522781416,0,23768.90026,-7971.605227814162
GenMix_Target=0.95,16,1411.159930186595,0.0,22667.71544089394,0.0,0.0,2100.98322,2272.64222,1788.5111,0,5018.942041080532,0,25222.06987,-5018.942041080534
GenMix_Target=0.95,17,0.0,0.0,25475.603828415107,0.0,0.0,2797.40289,2272.26654,1865.41948,0,4280.011118415107,0,28130.68162,-4280.011118415108
GenMix_Target=0.95,18,0.0,0.0,27659.74814384158,0.0,137.54402416308858,3241.56259,2272.95466,1964.17257,0,3088.276548004667,0,32187.70544,-2950.7325238415797
