Hour,Technology,Charging power (MW),Discharging power (MW),State of charge (MWh)
1,Li-Ion,0.0,0.0,-0.0
1,CAES,0.0,1400.5826143010786,5284.778443514488
1,PHS,0.0,3595.677136074924,86389.04915302453
1,H2,0.0,0.0,42640.549959762044
2,Li-Ion,0.0,-0.0,0.0
2,CAES,0.0,0.0,5284.778443514488
2,PHS,0.0,4400.797309247997,81412.50352990576
2,H2,0.0,0.0,42640.549959762044
3,Li-Ion,0.0,-0.0,-0.0
3,CAES,0.0,1400.5826143010786,3523.1856290096584
3,PHS,0.0,2170.660308241922,78957.85967853855
3,H2,0.0,0.0,42640.549959762044
4,Li-Ion,0.0,0.0,0.0
4,CAES,0.0,1400.5826143010786,1761.5928145048292
4,PHS,0.0,1885.352812750923,76825.8495837738
4,H2,0.0,0.0,42640.549959762044
5,Li-Ion,0.0,-0.0,-0.0
5,CAES,0.0,0.0,1761.5928145048292
5,PHS,0.0,3555.4920689610026,72805.19894925391
5,H2,0.0,0.0,42640.549959762044
6,Li-Ion,0.0,0.0,0.0
6,CAES,0.0,1400.5826143010786,0.0
6,PHS,0.0,2490.049788608921,69989.38047226818
6,H2,0.0,0.0,42640.549959762044
7,Li-Ion,0.0,0.0,-0.0
7,CAES,0.0,0.0,-0.0
7,PHS,102.89942799362598,0.0,70080.37522246876
7,H2,2236.161214689372,0.0,44123.85150373605
8,Li-Ion,0.0,-0.0,0.0
8,CAES,0.0,-0.0,0.0
8,PHS,32594.18349707763,0.0,98903.66066864567
8,H2,2236.161214689372,0.0,45607.15304771005
9,Li-Ion,0.0,0.0,-0.0
9,CAES,3165.2228278113653,0.0,2516.561163578328
9,PHS,35250.75839979612,0.0,130076.17559428076
9,H2,2236.1612146893726,0.0,47090.45459168406
10,Li-Ion,-0.0,0.0,0.0
10,CAES,3165.2228278113653,0.0,5033.122327156656
10,PHS,35250.75839979612,0.0,161248.69051991586
10,H2,2236.1612146893726,0.0,48573.75613565806
11,Li-Ion,0.0,0.0,-0.0
11,CAES,3165.2228278113653,0.0,7549.683490734984
11,PHS,35250.75839979612,0.0,192421.20544555096
11,H2,2236.1612146893726,0.0,50057.05767963207
12,Li-Ion,0.0,0.0,-0.0
12,CAES,3165.2228278113653,0.0,10066.244654313312
12,PHS,35250.75839979612,0.0,223593.72037118606
12,H2,2236.1612146893726,0.0,51540.35922360607
13,Li-Ion,0.0,0.0,-0.0
13,CAES,3165.2228278113653,0.0,12582.80581789164
13,PHS,35250.75839979612,0.0,254766.23529682116
